Circuit,Substation,Circuit Voltage (kV),Updated Date,Summer Load Capacity,Peak Load,Substation/Bank Rating (MW),NOTES
W_LACONIA_5X60,PARKCHESTER NO.2,13,3/30/2026,2.73577,104,196,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
5204,PARKCHESTER NO.2,4,3/30/2026,0.146566178,104,196,Contact company for LSRV information
POCANT_19W30,GRASSLANDS,13,3/30/2026,3.63644,102,195,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
7691,PARKCHESTER NO.1,4,3/30/2026,0.571789047,205,240,NONE
90U1,HARRISON,4,3/30/2026,0.46761444,202,262,NONE
WHITE_8W94,WHITE PLAINS,13,3/30/2026,1.37352,218,262,NONE
7207,PARKCHESTER NO.1,4,3/30/2026,0,205,240,RADIAL
W_LACONIA_5X61,PARKCHESTER NO.2,13,3/30/2026,3.49008,104,196,NONE
SCARBO_6W64,OSSINING WEST,13,3/30/2026,0.63328,65,131,NONE
70U3,CEDAR STREET,4,3/30/2026,0.635877851,103,196,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
44U2,GRANITE HILL,4,3/30/2026,0.154751997,214,248,NONE
44U3,GRANITE HILL,4,3/30/2026,0,214,248,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
23U4,WHITE PLAINS,4,3/30/2026,0.21499044,218,262,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
83U2,CEDAR STREET,4,3/30/2026,0.387679433,103,196,NONE
26U1,WASHINGTON STREET,4,3/30/2026,0,202,264,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
8U1,BUCHANAN,4,3/30/2026,0.662876864,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
86U4,WASHINGTON STREET,4,3/30/2026,0.548335961,202,264,NONE
31U1,WASHINGTON STREET,4,3/30/2026,0.55255963,202,264,NONE
5361,WASHINGTON STREET,4,3/30/2026,0.129639519,202,264,Contact company for LSRV information
7207,PARKCHESTER NO.1,4,3/30/2026,0,205,240,RADIAL
91U5,WASHINGTON STREET,4,3/30/2026,0,202,264,RADIAL
53U1,ELMSFORD NO.2,4,3/30/2026,0.441567749,157,255,NONE
7451,PARKCHESTER NO.1,4,3/30/2026,0.46326227,205,240,NONE
GREENV_12W92,ELMSFORD NO.2,13,3/30/2026,1.20162,157,255,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
ORIENT_17W41,HARRISON,13,3/30/2026,1.85309,202,262,NONE
64U2,BUCHANAN,4,3/30/2026,0,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
5204,PARKCHESTER NO.2,4,3/30/2026,0.146566178,104,196,Contact company for LSRV information
90U1,HARRISON,4,3/30/2026,0.46761444,202,262,NONE
23U2,WHITE PLAINS,4,3/30/2026,0.843534294,218,262,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
7571,PARKCHESTER NO.1,4,3/30/2026,0.796651915,205,240,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
33U4,WASHINGTON STREET,4,3/30/2026,0.59368496,202,264,NONE
70U3,CEDAR STREET,4,3/30/2026,0.635877851,103,196,NONE
53U1,ELMSFORD NO.2,4,3/30/2026,0.441567749,157,255,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
W_LACONIA_5X61,PARKCHESTER NO.2,13,3/30/2026,3.49008,104,196,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
22U3,PLEASANTVILLE,4,3/30/2026,0.128043972,76,131,NONE
FOXISL_17W50,HARRISON,13,3/30/2026,0.51352,202,262,NONE
OSSING_6W67,OSSINING WEST,13,3/30/2026,1.12041,65,131,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
8U1,BUCHANAN,4,3/30/2026,0.662876864,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
10U2,OSSINING WEST,4,3/30/2026,0.452470321,65,131,NONE
28U2,BUCHANAN,4,3/30/2026,0.417332538,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5204,PARKCHESTER NO.2,4,3/30/2026,0.146566178,104,196,Contact company for LSRV information
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
5401,WASHINGTON STREET,4,3/30/2026,0.03818992,202,264,Contact company for LSRV information
86U4,WASHINGTON STREET,4,3/30/2026,0.548335961,202,264,NONE
W_LACONIA_5X61,PARKCHESTER NO.2,13,3/30/2026,3.49008,104,196,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
UNIAVE_17W31,HARRISON,13,3/30/2026,0.37698,202,262,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
86U4,WASHINGTON STREET,4,3/30/2026,0.548335961,202,264,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
86U1,WASHINGTON STREET,4,3/30/2026,0,202,264,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
SINSIN_6W67,OSSINING WEST,13,3/30/2026,0.64715,65,131,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
ARMONK_14W10,PLEASANTVILLE,13,3/30/2026,0.20017,76,131,NONE
90U3,HARRISON,4,3/30/2026,0.736829589,202,262,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
ORIENT_17W41,HARRISON,13,3/30/2026,1.85309,202,262,NONE
33U4,WASHINGTON STREET,4,3/30/2026,0.59368496,202,264,NONE
OSSING_6W67,OSSINING WEST,13,3/30/2026,1.12041,65,131,NONE
7451,PARKCHESTER NO.1,4,3/30/2026,0.46326227,205,240,NONE
7571,PARKCHESTER NO.1,4,3/30/2026,0.796651915,205,240,NONE
83U2,CEDAR STREET,4,3/30/2026,0.387679433,103,196,NONE
SCARBO_6W64,OSSINING WEST,13,3/30/2026,0.63328,65,131,NONE
ST_PETERS_5X62,PARKCHESTER NO.2,13,3/30/2026,0,104,196,NONE
50U3,ELMSFORD NO.2,4,3/30/2026,1.283261061,157,255,NONE
54U3,WASHINGTON STREET,4,3/30/2026,0.27279138,202,264,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
7U3,ELMSFORD NO.2,4,3/30/2026,0.334841555,157,255,NONE
12U4,GRANITE HILL,4,3/30/2026,0.531659458,214,248,NONE
SCARBO_6W64,OSSINING WEST,13,3/30/2026,0.63328,65,131,NONE
7U2,ELMSFORD NO.2,4,3/30/2026,0,157,255,NONE
5561,WASHINGTON STREET,4,3/30/2026,0.416754567,202,264,Contact company for LSRV information
90U1,HARRISON,4,3/30/2026,0.46761444,202,262,NONE
ORIENT_17W41,HARRISON,13,3/30/2026,1.85309,202,262,NONE
7291,PARKCHESTER NO.1,4,3/30/2026,0.298466337,205,240,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
5204,PARKCHESTER NO.2,4,3/30/2026,0.146566178,104,196,Contact company for LSRV information
83U2,CEDAR STREET,4,3/30/2026,0.387679433,103,196,NONE
7U2,ELMSFORD NO.2,4,3/30/2026,0,157,255,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
83U2,CEDAR STREET,4,3/30/2026,0.387679433,103,196,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
OSSING_6W67,OSSINING WEST,13,3/30/2026,1.12041,65,131,NONE
60U3,WHITE PLAINS,4,3/30/2026,0.231419196,218,262,NONE
ORIENT_17W41,HARRISON,13,3/30/2026,1.85309,202,262,NONE
OSSING_6W67,OSSINING WEST,13,3/30/2026,1.12041,65,131,NONE
5561,WASHINGTON STREET,4,3/30/2026,0.416754567,202,264,Contact company for LSRV information
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
MTHOPE_2W03,ROCKVIEW,13,3/30/2026,2.38677,96,195,NONE
W_LACONIA_5X61,PARKCHESTER NO.2,13,3/30/2026,3.49008,104,196,NONE
W_LACONIA_5X61,PARKCHESTER NO.2,13,3/30/2026,3.49008,104,196,NONE
5361,WASHINGTON STREET,4,3/30/2026,0.129639519,202,264,Contact company for LSRV information
1U3,ELMSFORD NO.2,4,3/30/2026,0.49600369,157,255,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
54U4,WASHINGTON STREET,4,3/30/2026,0.145697954,202,264,NONE
OSSING_6W67,OSSINING WEST,13,3/30/2026,1.12041,65,131,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
ORIENT_17W41,HARRISON,13,3/30/2026,1.85309,202,262,NONE
7581,PARKCHESTER NO.1,4,3/30/2026,0.823966198,205,240,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
54U4,WASHINGTON STREET,4,3/30/2026,0.145697954,202,264,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
CORTLN_13W81,BUCHANAN,13,3/30/2026,0.41656,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
5204,PARKCHESTER NO.2,4,3/30/2026,0.146566178,104,196,Contact company for LSRV information
59U2,BUCHANAN,4,3/30/2026,0.01159003,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
WHITE_8W84,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
ORIENT_17W41,HARRISON,13,3/30/2026,1.85309,202,262,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
WHIPP_14W12,PLEASANTVILLE,13,3/30/2026,2.4102,76,131,NONE
27U1,ELMSFORD NO.2,4,3/30/2026,0.130041217,157,255,NONE
7281,PARKCHESTER NO.1,4,3/30/2026,0.38860896,205,240,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
5361,WASHINGTON STREET,4,3/30/2026,0.129639519,202,264,Contact company for LSRV information
7U2,ELMSFORD NO.2,4,3/30/2026,0,157,255,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
TIBBIT_8W85,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
5204,PARKCHESTER NO.2,4,3/30/2026,0.146566178,104,196,Contact company for LSRV information
7571,PARKCHESTER NO.1,4,3/30/2026,0.796651915,205,240,NONE
5361,WASHINGTON STREET,4,3/30/2026,0.129639519,202,264,Contact company for LSRV information
71U4,CEDAR STREET,4,3/30/2026,0,103,196,RADIAL. This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
CROTON_13W72,BUCHANAN,13,3/30/2026,3.00597,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
SUNSID_12W82,ELMSFORD NO.2,13,3/30/2026,2.53312,157,255,NONE
113U2,HARRISON,4,3/30/2026,0.469810038,202,262,NONE
DAVNPT_20W63,CEDAR STREET,13,3/30/2026,3.62518,103,196,NONE
TIBBIT_8W64,WHITE PLAINS,13,3/30/2026,0,218,262,NONE
86U1,WASHINGTON STREET,4,3/30/2026,0,202,264,NONE
5361,WASHINGTON STREET,4,3/30/2026,0.129639519,202,264,Contact company for LSRV information
71U4,CEDAR STREET,4,3/30/2026,0,103,196,RADIAL. This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
83U2,CEDAR STREET,4,3/30/2026,0.387679433,103,196,NONE
55U4,GRANITE HILL,4,3/30/2026,0.568297689,214,248,NONE
7U2,ELMSFORD NO.2,4,3/30/2026,0,157,255,NONE
UNIAVE_17W40,HARRISON,13,3/30/2026,1.37536,202,262,NONE
7207,PARKCHESTER NO.1,4,3/30/2026,0,205,240,RADIAL
COLMBS_2W01,ROCKVIEW,13,3/30/2026,0,96,195,NONE
CORTLN_13W81,BUCHANAN,13,3/30/2026,0.41656,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
304,FOX HILLS,4,3/30/2026,0.201929323,202,280,RADIAL
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R10,WOODROW,13,3/30/2026,1.5162,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R29,WOODROW,13,3/30/2026,3.2322,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R29,WOODROW,13,3/30/2026,3.2322,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
1R16,FRESH KILLS,13,3/30/2026,0,173,283,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
4R66,WILLOWBROOK,13,3/30/2026,2.2062,78,130,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions. This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R27,WOODROW,13,3/30/2026,3.7202,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R27,WOODROW,13,3/30/2026,3.7202,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R27,WOODROW,13,3/30/2026,3.7202,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R17,WOODROW,13,3/30/2026,0.5192,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R17,WOODROW,13,3/30/2026,0.5192,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
3R36L,WAINWRIGHT,13,3/30/2026,5.07883,87,131,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R17,WOODROW,13,3/30/2026,0.5192,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R29,WOODROW,13,3/30/2026,3.2322,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R16,WOODROW,13,3/30/2026,3.0932,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R17,WOODROW,13,3/30/2026,0.5192,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R16,WOODROW,13,3/30/2026,3.0932,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R17,WOODROW,13,3/30/2026,0.5192,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
4R66,WILLOWBROOK,13,3/30/2026,2.2062,78,130,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions. This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
4R66,WILLOWBROOK,13,3/30/2026,2.2062,78,130,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions. This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
